L,H,Do,WP,FW,led,TF,TW,Elastic Load
4000,560,448,219.52,270,440,15,9,324.5
4000,560,448,219.52,270,440,20,9,370.8
4000,560,448,219.52,270,440,25,9,392.1
4000,560,448,219.52,270,440,15,12,546.9
4000,560,448,219.52,270,440,20,12,675.5
4000,560,448,219.52,270,440,25,12,794.7
4000,560,448,219.52,270,440,15,15,772.6
4000,560,448,219.52,270,440,20,15,950.0
4000,560,448,219.52,270,440,25,15,1131.3
4000,560,373,37.3,270,173.5,15,9,208.2
4000,560,373,37.3,270,173.5,20,9,242.3
4000,560,373,37.3,270,173.5,25,9,257.1
4000,560,373,37.3,270,173.5,15,12,356.4
4000,560,373,37.3,270,173.5,20,12,463.9
4000,560,373,37.3,270,173.5,25,12,543.6
4000,560,373,37.3,270,173.5,15,15,542.1
4000,560,373,37.3,270,173.5,20,15,676.0
4000,560,373,37.3,270,173.5,25,15,836.0
4000,560,373,108.17,270,370.5,15,9,287.1
4000,560,373,108.17,270,370.5,20,9,329.2
4000,560,373,108.17,270,370.5,25,9,346.9
4000,560,373,108.17,270,370.5,15,12,503.5
4000,560,373,108.17,270,370.5,20,12,620.7
4000,560,373,108.17,270,370.5,25,12,725.3
4000,560,373,108.17,270,370.5,15,15,735.6
4000,560,373,108.17,270,370.5,20,15,898.5
4000,560,373,108.17,270,370.5,25,15,1071.8
4000,560,373,182.77,270,145.5,15,9,306.5
4000,560,373,182.77,270,145.5,20,9,339.3
4000,560,373,182.77,270,145.5,25,9,355.7
4000,560,373,182.77,270,145.5,15,12,558.3
4000,560,373,182.77,270,145.5,20,12,671.3
4000,560,373,182.77,270,145.5,25,12,757.9
4000,560,373,182.77,270,145.5,15,15,800.0
4000,560,373,182.77,270,145.5,20,15,977.6
4000,560,373,182.77,270,145.5,25,15,1153.1
4000,560,329,32.9,270,25.5,15,9,211.4
4000,560,329,32.9,270,25.5,20,9,236.1
4000,560,329,32.9,270,25.5,25,9,245.0
4000,560,329,32.9,270,25.5,15,12,373.6
4000,560,329,32.9,270,25.5,20,12,475.9
4000,560,329,32.9,270,25.5,25,12,534.5
4000,560,329,32.9,270,25.5,15,15,575.9
4000,560,329,32.9,270,25.5,20,15,710.5
4000,560,329,32.9,270,25.5,25,15,867.8
4000,560,329,95.41,270,139.5,15,9,283.7
4000,560,329,95.41,270,139.5,20,9,320.5
4000,560,329,95.41,270,139.5,25,9,336.1
4000,560,329,95.41,270,139.5,15,12,510.4
4000,560,329,95.41,270,139.5,20,12,622.8
4000,560,329,95.41,270,139.5,25,12,715.8
4000,560,329,95.41,270,139.5,15,15,751.5
4000,560,329,95.41,270,139.5,20,15,914.4
4000,560,329,95.41,270,139.5,25,15,1086.5
4000,560,329,161.21,270,365.5,15,9,340.7
4000,560,329,161.21,270,365.5,20,9,409.4
4000,560,329,161.21,270,365.5,25,9,441.9
4000,560,329,161.21,270,365.5,15,12,584.2
4000,560,329,161.21,270,365.5,20,12,715.3
4000,560,329,161.21,270,365.5,25,12,850.7
4000,560,329,161.21,270,365.5,15,15,826.7
4000,560,329,161.21,270,365.5,20,15,1013.2
4000,560,329,161.21,270,365.5,25,15,1203.1
4000,420,336,33.6,270,352,15,9,233.2
4000,420,336,33.6,270,352,20,9,253.4
4000,420,336,33.6,270,352,25,9,269.9
4000,420,336,33.6,270,352,15,12,441.7
4000,420,336,33.6,270,352,20,12,528.9
4000,420,336,33.6,270,352,25,12,578.5
4000,420,336,33.6,270,352,15,15,638.9
4000,420,336,33.6,270,352,20,15,794.5
4000,420,336,33.6,270,352,25,15,944.2
4000,420,336,97.44,270,100,15,9,285.2
4000,420,336,97.44,270,100,20,9,305.3
4000,420,336,97.44,270,100,25,9,317.8
4000,420,336,97.44,270,100,15,12,567.6
4000,420,336,97.44,270,100,20,12,650.3
4000,420,336,97.44,270,100,25,12,696.8
4000,420,336,97.44,270,100,15,15,781.8
4000,420,336,97.44,270,100,20,15,973.1
4000,420,336,97.44,270,100,25,15,1141.4
4000,420,336,164.64,270,329,15,9,401.0
4000,420,336,164.64,270,329,20,9,448.3
4000,420,336,164.64,270,329,25,9,473.2
4000,420,336,164.64,270,329,15,12,654.6
4000,420,336,164.64,270,329,20,12,805.7
4000,420,336,164.64,270,329,25,12,936.2
4000,420,336,164.64,270,329,15,15,848.5
4000,420,336,164.64,270,329,20,15,1072.8
4000,420,336,164.64,270,329,25,15,1284.5
4000,420,280,28,270,12,15,9,225.9
4000,420,280,28,270,12,20,9,238.3
4000,420,280,28,270,12,25,9,245.6
4000,420,280,28,270,12,15,12,459.2
4000,420,280,28,270,12,20,12,513.4
4000,420,280,28,270,12,25,12,538.6
4000,420,280,28,270,12,15,15,682.2
4000,420,280,28,270,12,20,15,837.2
4000,420,280,28,270,12,25,15,952.0
4000,420,280,81.2,270,55,15,9,317.9
4000,420,280,81.2,270,55,20,9,339.4
4000,420,280,81.2,270,55,25,9,351.7
4000,420,280,81.2,270,55,15,12,608.7
4000,420,280,81.2,270,55,20,12,715.5
4000,420,280,81.2,270,55,25,12,772.6
4000,420,280,81.2,270,55,15,15,817.8
4000,420,280,81.2,270,55,20,15,1025.8
4000,420,280,81.2,270,55,25,15,1217.8
4000,420,280,137.2,270,192,15,9,409.7
4000,420,280,137.2,270,192,20,9,451.6
4000,420,280,137.2,270,192,25,9,473.3
4000,420,280,137.2,270,192,15,12,677.7
4000,420,280,137.2,270,192,20,12,833.3
4000,420,280,137.2,270,192,25,12,965.0
4000,420,280,137.2,270,192,15,15,873.5
4000,420,280,137.2,270,192,20,15,1106.8
4000,420,280,137.2,270,192,25,15,1327.8
4000,420,247,24.7,270,244.5,15,9,309.1
4000,420,247,24.7,270,244.5,20,9,376.0
4000,420,247,24.7,270,244.5,25,9,402.6
4000,420,247,24.7,270,244.5,15,12,509.4
4000,420,247,24.7,270,244.5,20,12,650.9
4000,420,247,24.7,270,244.5,25,12,792.2
4000,420,247,24.7,270,244.5,15,15,718.5
4000,420,247,24.7,270,244.5,20,15,899.9
4000,420,247,24.7,270,244.5,25,15,1101.1
4000,420,247,71.63,270,281.5,15,9,392.4
4000,420,247,71.63,270,281.5,20,9,448.6
4000,420,247,71.63,270,281.5,25,9,474.8
4000,420,247,71.63,270,281.5,15,12,644.0
4000,420,247,71.63,270,281.5,20,12,795.7
4000,420,247,71.63,270,281.5,25,12,936.8
4000,420,247,71.63,270,281.5,15,15,848.4
4000,420,247,71.63,270,281.5,20,15,1070.1
4000,420,247,71.63,270,281.5,25,15,1286.6
4000,420,247,121.03,270,36.5,15,9,402.6
4000,420,247,121.03,270,36.5,20,9,429.8
4000,420,247,121.03,270,36.5,25,9,443.1
4000,420,247,121.03,270,36.5,15,12,695.4
4000,420,247,121.03,270,36.5,20,12,853.5
4000,420,247,121.03,270,36.5,25,12,962.8
4000,420,247,121.03,270,36.5,15,15,888.5
4000,420,247,121.03,270,36.5,20,15,1131.8
4000,420,247,121.03,270,36.5,25,15,1361.7
5000,700,560,56,162,372,15,9,75.5
5000,700,560,56,162,372,20,9,97.2
5000,700,560,56,162,372,25,9,111.2
5000,700,560,56,162,372,15,12,112.7
5000,700,560,56,162,372,20,12,143.6
5000,700,560,56,162,372,25,12,176.4
5000,700,560,56,162,372,15,15,147.8
5000,700,560,56,162,372,20,15,186.4
5000,700,560,56,162,372,25,15,227.2
5000,700,560,162.4,162,54,15,9,93.5
5000,700,560,162.4,162,54,20,9,115.8
5000,700,560,162.4,162,54,25,9,131.2
5000,700,560,162.4,162,54,15,12,132.8
5000,700,560,162.4,162,54,20,12,168.0
5000,700,560,162.4,162,54,25,12,203.1
5000,700,560,162.4,162,54,15,15,165.3
5000,700,560,162.4,162,54,20,15,211.2
5000,700,560,162.4,162,54,25,15,257.2
5000,700,560,274.4,162,552,15,9,104.4
5000,700,560,274.4,162,552,20,9,131.8
5000,700,560,274.4,162,552,25,9,158.9
5000,700,560,274.4,162,552,15,12,144.3
5000,700,560,274.4,162,552,20,12,182.5
5000,700,560,274.4,162,552,25,12,220.9
5000,700,560,274.4,162,552,15,15,179.2
5000,700,560,274.4,162,552,20,15,227.9
5000,700,560,274.4,162,552,25,15,276.9
5000,700,467,46.7,162,210.5,15,9,80.6
5000,700,467,46.7,162,210.5,20,9,106.2
5000,700,467,46.7,162,210.5,25,9,129.1
5000,700,467,46.7,162,210.5,15,12,119.9
5000,700,467,46.7,162,210.5,20,12,152.5
5000,700,467,46.7,162,210.5,25,12,188.7
5000,700,467,46.7,162,210.5,15,15,155.9
5000,700,467,46.7,162,210.5,20,15,197.0
5000,700,467,46.7,162,210.5,25,15,240.5
5000,700,467,135.43,162,460.5,15,9,99.1
5000,700,467,135.43,162,460.5,20,9,125.9
5000,700,467,135.43,162,460.5,25,9,152.4
5000,700,467,135.43,162,460.5,15,12,140.0
5000,700,467,135.43,162,460.5,20,12,177.0
5000,700,467,135.43,162,460.5,25,12,214.9
5000,700,467,135.43,162,460.5,15,15,176.0
5000,700,467,135.43,162,460.5,20,15,223.1
5000,700,467,135.43,162,460.5,25,15,271.1
5000,700,467,228.83,162,178.5,15,9,107.1
5000,700,467,228.83,162,178.5,20,9,135.0
5000,700,467,228.83,162,178.5,25,9,162.3
5000,700,467,228.83,162,178.5,15,12,147.3
5000,700,467,228.83,162,178.5,20,12,186.9
5000,700,467,228.83,162,178.5,25,12,226.7
5000,700,467,228.83,162,178.5,15,15,181.8
5000,700,467,228.83,162,178.5,20,15,232.1
5000,700,467,228.83,162,178.5,25,15,282.9
5000,700,412,41.2,162,29,15,9,84.6
5000,700,412,41.2,162,29,20,9,110.8
5000,700,412,41.2,162,29,25,9,132.7
5000,700,412,41.2,162,29,15,12,125.6
5000,700,412,41.2,162,29,20,12,159.9
5000,700,412,41.2,162,29,25,12,197.9
5000,700,412,41.2,162,29,15,15,161.6
5000,700,412,41.2,162,29,20,15,205.3
5000,700,412,41.2,162,29,25,15,251.3
5000,700,412,119.48,162,170,15,9,102.2
5000,700,412,119.48,162,170,20,9,129.8
5000,700,412,119.48,162,170,25,9,157.4
5000,700,412,119.48,162,170,15,12,143.3
5000,700,412,119.48,162,170,20,12,181.7
5000,700,412,119.48,162,170,25,12,221.1
5000,700,412,119.48,162,170,15,15,178.5
5000,700,412,119.48,162,170,20,15,227.4
5000,700,412,119.48,162,170,25,15,277.3
5000,700,412,201.88,162,452,15,9,110.2
5000,700,412,201.88,162,452,20,9,139.5
5000,700,412,201.88,162,452,25,9,169.3
5000,700,412,201.88,162,452,15,12,151.5
5000,700,412,201.88,162,452,20,12,192.1
5000,700,412,201.88,162,452,25,12,233.2
5000,700,412,201.88,162,452,15,15,187.6
5000,700,412,201.88,162,452,20,15,238.8
5000,700,412,201.88,162,452,25,15,290.9
5000,560,448,44.8,162,304,15,9,86.0
5000,560,448,44.8,162,304,20,9,109.7
5000,560,448,44.8,162,304,25,9,126.6
5000,560,448,44.8,162,304,15,12,120.0
5000,560,448,44.8,162,304,20,12,154.9
5000,560,448,44.8,162,304,25,12,190.9
5000,560,448,44.8,162,304,15,15,148.5
5000,560,448,44.8,162,304,20,15,192.5
5000,560,448,44.8,162,304,25,15,238.3
5000,560,448,129.92,162,542,15,9,103.3
5000,560,448,129.92,162,542,20,9,131.9
5000,560,448,129.92,162,542,25,9,159.1
5000,560,448,129.92,162,542,15,12,137.2
5000,560,448,129.92,162,542,20,12,177.4
5000,560,448,129.92,162,542,25,12,218.0
5000,560,448,129.92,162,542,15,15,165.8
5000,560,448,129.92,162,542,20,15,215.7
5000,560,448,129.92,162,542,25,15,267.3
5000,560,448,219.52,162,272,15,9,110.4
5000,560,448,219.52,162,272,20,9,141.1
5000,560,448,219.52,162,272,25,9,170.6
5000,560,448,219.52,162,272,15,12,143.1
5000,560,448,219.52,162,272,20,12,186.3
5000,560,448,219.52,162,272,25,12,229.6
5000,560,448,219.52,162,272,15,15,169.9
5000,560,448,219.52,162,272,20,15,223.1
5000,560,448,219.52,162,272,25,15,278.1
5000,560,373,37.3,162,263.5,15,9,91.7
5000,560,373,37.3,162,263.5,20,9,119.8
5000,560,373,37.3,162,263.5,25,9,146.2
5000,560,373,37.3,162,263.5,15,12,126.4
5000,560,373,37.3,162,263.5,20,12,163.8
5000,560,373,37.3,162,263.5,25,12,203.7
5000,560,373,37.3,162,263.5,15,15,155.5
5000,560,373,37.3,162,263.5,20,15,202.1
5000,560,373,37.3,162,263.5,25,15,251.1
5000,560,373,108.17,162,389.5,15,9,107.2
5000,560,373,108.17,162,389.5,20,9,137.5
5000,560,373,108.17,162,389.5,25,9,167.1
5000,560,373,108.17,162,389.5,15,12,141.3
5000,560,373,108.17,162,389.5,20,12,183.4
5000,560,373,108.17,162,389.5,25,12,226.4
5000,560,373,108.17,162,389.5,15,15,169.8
5000,560,373,108.17,162,389.5,20,15,221.7
5000,560,373,108.17,162,389.5,25,15,275.7
5000,560,373,182.77,162,89.5,15,9,113.2
5000,560,373,182.77,162,89.5,20,9,145.3
5000,560,373,182.77,162,89.5,25,9,176.4
5000,560,373,182.77,162,89.5,15,12,145.8
5000,560,373,182.77,162,89.5,20,12,190.6
5000,560,373,182.77,162,89.5,25,12,236.0
5000,560,373,182.77,162,89.5,15,15,172.7
5000,560,373,182.77,162,89.5,20,15,227.3
5000,560,373,182.77,162,89.5,25,15,284.3
5000,560,329,32.9,162,163.5,15,9,95.9
5000,560,329,32.9,162,163.5,20,9,126.0
5000,560,329,32.9,162,163.5,25,9,156.8
5000,560,329,32.9,162,163.5,15,12,130.8
5000,560,329,32.9,162,163.5,20,12,170.2
5000,560,329,32.9,162,163.5,25,12,212.4
5000,560,329,32.9,162,163.5,15,15,159.8
5000,560,329,32.9,162,163.5,20,15,208.4
5000,560,329,32.9,162,163.5,25,15,259.8
5000,560,329,95.41,162,215.5,15,9,110.2
5000,560,329,95.41,162,215.5,20,9,141.9
5000,560,329,95.41,162,215.5,25,9,173.6
5000,560,329,95.41,162,215.5,15,12,143.9
5000,560,329,95.41,162,215.5,20,12,187.7
5000,560,329,95.41,162,215.5,25,12,232.6
5000,560,329,95.41,162,215.5,15,15,171.9
5000,560,329,95.41,162,215.5,20,15,225.4
5000,560,329,95.41,162,215.5,25,15,281.4
5000,560,329,161.21,162,375.5,15,9,116.2
5000,560,329,161.21,162,375.5,20,9,149.6
5000,560,329,161.21,162,375.5,25,9,182.9
5000,560,329,161.21,162,375.5,15,12,149.8
5000,560,329,161.21,162,375.5,20,12,195.6
5000,560,329,161.21,162,375.5,25,12,242.4
5000,560,329,161.21,162,375.5,15,15,178.3
5000,560,329,161.21,162,375.5,20,15,233.7
5000,560,329,161.21,162,375.5,25,15,291.9
5000,420,336,33.6,162,112,15,9,94.4
5000,420,336,33.6,162,112,20,9,122.7
5000,420,336,33.6,162,112,25,9,145.4
5000,420,336,33.6,162,112,15,12,120.5
5000,420,336,33.6,162,112,20,12,161.9
5000,420,336,33.6,162,112,25,12,204.2
5000,420,336,33.6,162,112,15,15,140.1
5000,420,336,33.6,162,112,20,15,190.5
5000,420,336,33.6,162,112,25,15,244.2
5000,420,336,97.44,162,167,15,9,106.9
5000,420,336,97.44,162,167,20,9,140.6
5000,420,336,97.44,162,167,25,9,172.6
5000,420,336,97.44,162,167,15,12,131.4
5000,420,336,97.44,162,167,20,12,178.0
5000,420,336,97.44,162,167,25,12,225.9
5000,420,336,97.44,162,167,15,15,150.5
5000,420,336,97.44,162,167,20,15,205.8
5000,420,336,97.44,162,167,25,15,265.3
5000,420,336,164.64,162,328,15,9,112.8
5000,420,336,164.64,162,328,20,9,149.5
5000,420,336,164.64,162,328,25,9,185.2
5000,420,336,164.64,162,328,15,12,137.1
5000,420,336,164.64,162,328,20,12,186.3
5000,420,336,164.64,162,328,25,12,237.4
5000,420,336,164.64,162,328,15,15,156.9
5000,420,336,164.64,162,328,20,15,214.2
5000,420,336,164.64,162,328,25,15,276.6
5000,420,280,28,162,204,15,9,100.2
5000,420,280,28,162,204,20,9,132.8
5000,420,280,28,162,204,25,9,164.3
5000,420,280,28,162,204,15,12,126.4
5000,420,280,28,162,204,20,12,170.5
5000,420,280,28,162,204,25,12,216.9
5000,420,280,28,162,204,15,15,147.1
5000,420,280,28,162,204,20,15,199.6
5000,420,280,28,162,204,25,15,256.5
5000,420,280,81.2,162,194,15,9,110.7
5000,420,280,81.2,162,194,20,9,146.9
5000,420,280,81.2,162,194,25,9,182.4
5000,420,280,81.2,162,194,15,12,135.3
5000,420,280,81.2,162,194,20,12,184.0
5000,420,280,81.2,162,194,25,12,234.8
5000,420,280,81.2,162,194,15,15,155.3
5000,420,280,81.2,162,194,20,15,211.9
5000,420,280,81.2,162,194,25,15,273.8
5000,420,280,137.2,162,275,15,9,115.4
5000,420,280,137.2,162,275,20,9,153.8
5000,420,280,137.2,162,275,25,9,191.7
5000,420,280,137.2,162,275,15,12,139.6
5000,420,280,137.2,162,275,20,12,190.3
5000,420,280,137.2,162,275,25,12,243.5
5000,420,280,137.2,162,275,15,15,159.9
5000,420,280,137.2,162,275,20,15,218.2
5000,420,280,137.2,162,275,25,15,282.3
5000,420,247,24.7,162,200.5,15,9,103.9
5000,420,247,24.7,162,200.5,20,9,138.9
5000,420,247,24.7,162,200.5,25,9,174.6
5000,420,247,24.7,162,200.5,15,12,129.9
5000,420,247,24.7,162,200.5,20,12,175.9
5000,420,247,24.7,162,200.5,25,12,224.9
5000,420,247,24.7,162,200.5,15,15,150.8
5000,420,247,24.7,162,200.5,20,15,204.9
5000,420,247,24.7,162,200.5,25,15,264.0
5000,420,247,71.63,162,143.5,15,9,113.3
5000,420,247,71.63,162,143.5,20,9,151.4
5000,420,247,71.63,162,143.5,25,9,189.3
5000,420,247,71.63,162,143.5,15,12,137.6
5000,420,247,71.63,162,143.5,20,12,187.8
5000,420,247,71.63,162,143.5,25,12,240.7
5000,420,247,71.63,162,143.5,15,15,157.7
5000,420,247,71.63,162,143.5,20,15,215.5
5000,420,247,71.63,162,143.5,25,15,279.1
5000,420,247,121.03,162,168.5,15,9,117.2
5000,420,247,121.03,162,168.5,20,9,157.0
5000,420,247,121.03,162,168.5,25,9,196.7
5000,420,247,121.03,162,168.5,15,12,141.1
5000,420,247,121.03,162,168.5,20,12,193.0
5000,420,247,121.03,162,168.5,25,12,247.8
5000,420,247,121.03,162,168.5,15,15,161.3
5000,420,247,121.03,162,168.5,20,15,220.5
5000,420,247,121.03,162,168.5,25,15,286.0
5000,700,560,56,216,372,15,9,97.7
5000,700,560,56,216,372,20,9,115.2
5000,700,560,56,216,372,25,9,122.6
5000,700,560,56,216,372,15,12,161.5
5000,700,560,56,216,372,20,12,205.6
5000,700,560,56,216,372,25,12,246.5
5000,700,560,56,216,372,15,15,229.7
5000,700,560,56,216,372,20,15,285.5
5000,700,560,56,216,372,25,15,347.4
5000,700,560,162.4,216,54,15,9,122.6
5000,700,560,162.4,216,54,20,9,136.0
5000,700,560,162.4,216,54,25,9,142.9
5000,700,560,162.4,216,54,15,12,208.4
5000,700,560,162.4,216,54,20,12,255.1
5000,700,560,162.4,216,54,25,12,294.2
5000,700,560,162.4,216,54,15,15,278.8
5000,700,560,162.4,216,54,20,15,347.5
5000,700,560,162.4,216,54,25,15,415.0
5000,700,560,274.4,216,552,15,9,154.1
5000,700,560,274.4,216,552,20,9,192.5
5000,700,560,274.4,216,552,25,9,224.2
5000,700,560,274.4,216,552,15,12,234.4
5000,700,560,274.4,216,552,20,12,291.0
5000,700,560,274.4,216,552,25,12,349.0
5000,700,560,274.4,216,552,15,15,305.0
5000,700,560,274.4,216,552,20,15,381.5
5000,700,560,274.4,216,552,25,15,456.8
5000,700,467,46.7,216,210.5,15,9,106.3
5000,700,467,46.7,216,210.5,20,9,137.4
5000,700,467,46.7,216,210.5,25,9,152.5
5000,700,467,46.7,216,210.5,15,12,173.5
5000,700,467,46.7,216,210.5,20,12,221.0
5000,700,467,46.7,216,210.5,25,12,274.5
5000,700,467,46.7,216,210.5,15,15,246.0
5000,700,467,46.7,216,210.5,20,15,304.8
5000,700,467,46.7,216,210.5,25,15,371.3
5000,700,467,135.43,216,460.5,15,9,140.5
5000,700,467,135.43,216,460.5,20,9,175.7
5000,700,467,135.43,216,460.5,25,9,200.0
5000,700,467,135.43,216,460.5,15,12,221.3
5000,700,467,135.43,216,460.5,20,12,274.6
5000,700,467,135.43,216,460.5,25,12,331.0
5000,700,467,135.43,216,460.5,15,15,294.9
5000,700,467,135.43,216,460.5,20,15,366.9
5000,700,467,135.43,216,460.5,25,15,439.7
5000,700,467,228.83,216,178.5,15,9,158.3
5000,700,467,228.83,216,178.5,20,9,192.0
5000,700,467,228.83,216,178.5,25,9,212.9
5000,700,467,228.83,216,178.5,15,12,244.6
5000,700,467,228.83,216,178.5,20,12,301.9
5000,700,467,228.83,216,178.5,25,12,360.0
5000,700,467,228.83,216,178.5,15,15,318.1
5000,700,467,228.83,216,178.5,20,15,396.6
5000,700,467,228.83,216,178.5,25,15,474.0
5000,700,412,41.2,216,29,15,9,111.1
5000,700,412,41.2,216,29,20,9,141.1
5000,700,412,41.2,216,29,25,9,152.7
5000,700,412,41.2,216,29,15,12,184.1
5000,700,412,41.2,216,29,20,12,232.8
5000,700,412,41.2,216,29,25,12,287.8
5000,700,412,41.2,216,29,15,15,261.6
5000,700,412,41.2,216,29,20,15,323.2
5000,700,412,41.2,216,29,25,15,392.4
5000,700,412,119.48,216,170,15,9,145.9
5000,700,412,119.48,216,170,20,9,180.3
5000,700,412,119.48,216,170,25,9,201.7
5000,700,412,119.48,216,170,15,12,231.5
5000,700,412,119.48,216,170,20,12,286.0
5000,700,412,119.48,216,170,25,12,344.1
5000,700,412,119.48,216,170,15,15,307.4
5000,700,412,119.48,216,170,20,15,381.9
5000,700,412,119.48,216,170,25,15,457.2
5000,700,412,201.88,216,452,15,9,165.4
5000,700,412,201.88,216,452,20,9,206.7
5000,700,412,201.88,216,452,25,9,244.8
5000,700,412,201.88,216,452,15,12,252.1
5000,700,412,201.88,216,452,20,12,311.7
5000,700,412,201.88,216,452,25,12,373.8
5000,700,412,201.88,216,452,15,15,327.3
5000,700,412,201.88,216,452,20,15,408.0
5000,700,412,201.88,216,452,25,15,488.0
5000,560,448,44.8,216,304,15,9,118.1
5000,560,448,44.8,216,304,20,9,134.2
5000,560,448,44.8,216,304,25,9,142.4
5000,560,448,44.8,216,304,15,12,190.7
5000,560,448,44.8,216,304,20,12,239.6
5000,560,448,44.8,216,304,25,12,283.7
5000,560,448,44.8,216,304,15,15,254.6
5000,560,448,44.8,216,304,20,15,320.2
5000,560,448,44.8,216,304,25,15,388.6
5000,560,448,129.92,216,542,15,9,160.2
5000,560,448,129.92,216,542,20,9,196.0
5000,560,448,129.92,216,542,25,9,218.6
5000,560,448,129.92,216,542,15,12,235.5
5000,560,448,129.92,216,542,20,12,295.2
5000,560,448,129.92,216,542,25,12,354.5
5000,560,448,129.92,216,542,15,15,296.9
5000,560,448,129.92,216,542,20,15,376.6
5000,560,448,129.92,216,542,25,15,455.8
5000,560,448,219.52,216,272,15,9,178.4
5000,560,448,219.52,216,272,20,9,218.1
5000,560,448,219.52,216,272,25,9,245.7
5000,560,448,219.52,216,272,15,12,253.3
5000,560,448,219.52,216,272,20,12,318.5
5000,560,448,219.52,216,272,25,12,382.4
5000,560,448,219.52,216,272,15,15,311.4
5000,560,448,219.52,216,272,20,15,398.2
5000,560,448,219.52,216,272,25,15,483.6
5000,560,373,37.3,216,263.5,15,9,131.6
5000,560,373,37.3,216,263.5,20,9,166.2
5000,560,373,37.3,216,263.5,25,9,184.5
5000,560,373,37.3,216,263.5,15,12,203.8
5000,560,373,37.3,216,263.5,20,12,258.5
5000,560,373,37.3,216,263.5,25,12,317.4
5000,560,373,37.3,216,263.5,15,15,269.3
5000,560,373,37.3,216,263.5,20,15,339.7
5000,560,373,37.3,216,263.5,25,15,414.5
5000,560,373,108.17,216,389.5,15,9,167.5
5000,560,373,108.17,216,389.5,20,9,206.5
5000,560,373,108.17,216,389.5,25,9,233.5
5000,560,373,108.17,216,389.5,15,12,244.9
5000,560,373,108.17,216,389.5,20,12,307.5
5000,560,373,108.17,216,389.5,25,12,370.6
5000,560,373,108.17,216,389.5,15,15,306.5
5000,560,373,108.17,216,389.5,20,15,390.0
5000,560,373,108.17,216,389.5,25,15,473.4
5000,560,373,182.77,216,89.5,15,9,183.7
5000,560,373,182.77,216,89.5,20,9,223.7
5000,560,373,182.77,216,89.5,25,9,248.6
5000,560,373,182.77,216,89.5,15,12,259.7
5000,560,373,182.77,216,89.5,20,12,327.7
5000,560,373,182.77,216,89.5,25,12,394.4
5000,560,373,182.77,216,89.5,15,15,317.8
5000,560,373,182.77,216,89.5,20,15,407.7
5000,560,373,182.77,216,89.5,25,15,496.8
5000,560,329,32.9,216,163.5,15,9,139.5
5000,560,329,32.9,216,163.5,20,9,181.8
5000,560,329,32.9,216,163.5,25,9,210.5
5000,560,329,32.9,216,163.5,15,12,213.9
5000,560,329,32.9,216,163.5,20,12,271.6
5000,560,329,32.9,216,163.5,25,12,336.2
5000,560,329,32.9,216,163.5,15,15,279.8
5000,560,329,32.9,216,163.5,20,15,354.1
5000,560,329,32.9,216,163.5,25,15,432.9
5000,560,329,95.41,216,215.5,15,9,174.1
5000,560,329,95.41,216,215.5,20,9,216.2
5000,560,329,95.41,216,215.5,25,9,247.7
5000,560,329,95.41,216,215.5,15,12,251.8
5000,560,329,95.41,216,215.5,20,12,317.3
5000,560,329,95.41,216,215.5,25,12,383.8
5000,560,329,95.41,216,215.5,15,15,312.6
5000,560,329,95.41,216,215.5,20,15,399.5
5000,560,329,95.41,216,215.5,25,15,486.6
5000,560,329,161.21,216,375.5,15,9,190.9
5000,560,329,161.21,216,375.5,20,9,238.1
5000,560,329,161.21,216,375.5,25,9,281.6
5000,560,329,161.21,216,375.5,15,12,266.9
5000,560,329,161.21,216,375.5,20,12,337.4
5000,560,329,161.21,216,375.5,25,12,407.7
5000,560,329,161.21,216,375.5,15,15,326.6
5000,560,329,161.21,216,375.5,20,15,418.7
5000,560,329,161.21,216,375.5,25,15,510.4
5000,420,336,33.6,216,112,15,9,142.1
5000,420,336,33.6,216,112,20,9,158.6
5000,420,336,33.6,216,112,25,9,168.6
5000,420,336,33.6,216,112,15,12,213.2
5000,420,336,33.6,216,112,20,12,272.1
5000,420,336,33.6,216,112,25,12,325.1
5000,420,336,33.6,216,112,15,15,260.1
5000,420,336,33.6,216,112,20,15,340.1
5000,420,336,33.6,216,112,25,15,420.9
5000,420,336,97.44,216,167,15,9,182.1
5000,420,336,97.44,216,167,20,9,220.2
5000,420,336,97.44,216,167,25,9,240.2
5000,420,336,97.44,216,167,15,12,243.5
5000,420,336,97.44,216,167,20,12,315.0
5000,420,336,97.44,216,167,25,12,384.2
5000,420,336,97.44,216,167,15,15,285.7
5000,420,336,97.44,216,167,20,15,377.9
5000,420,336,97.44,216,167,25,15,471.3
5000,420,336,164.64,216,328,15,9,199.6
5000,420,336,164.64,216,328,20,9,251.3
5000,420,336,164.64,216,328,25,9,296.2
5000,420,336,164.64,216,328,15,12,257.1
5000,420,336,164.64,216,328,20,12,335.2
5000,420,336,164.64,216,328,25,12,411.9
5000,420,336,164.64,216,328,15,15,298.3
5000,420,336,164.64,216,328,20,15,396.2
5000,420,336,164.64,216,328,25,15,496.4
5000,420,280,28,216,204,15,9,161.3
5000,420,280,28,216,204,20,9,199.7
5000,420,280,28,216,204,25,9,221.0
5000,420,280,28,216,204,15,12,226.1
5000,420,280,28,216,204,20,12,292.2
5000,420,280,28,216,204,25,12,359.6
5000,420,280,28,216,204,15,15,273.2
5000,420,280,28,216,204,20,15,358.6
5000,420,280,28,216,204,25,15,446.9
5000,420,280,81.2,216,194,15,9,191.9
5000,420,280,81.2,216,194,20,9,239.7
