L,H,Do,WP,FW,led,TF,TW,Elastic Load
5000,420,280,81.2,216,194,25,9,274.6
5000,420,280,81.2,216,194,15,12,252.0
5000,420,280,81.2,216,194,20,12,328.2
5000,420,280,81.2,216,194,25,12,403.6
5000,420,280,81.2,216,194,15,15,294.3
5000,420,280,81.2,216,194,20,15,390.5
5000,420,280,81.2,216,194,25,15,489.3
5000,420,280,137.2,216,275,15,9,205.5
5000,420,280,137.2,216,275,20,9,260.5
5000,420,280,137.2,216,275,25,9,310.0
5000,420,280,137.2,216,275,15,12,262.8
5000,420,280,137.2,216,275,20,12,344.1
5000,420,280,137.2,216,275,25,12,424.8
5000,420,280,137.2,216,275,15,15,304.0
5000,420,280,137.2,216,275,20,15,404.7
5000,420,280,137.2,216,275,25,15,508.7
5000,420,247,24.7,216,200.5,15,9,170.8
5000,420,247,24.7,216,200.5,20,9,219.5
5000,420,247,24.7,216,200.5,25,9,256.9
5000,420,247,24.7,216,200.5,15,12,234.5
5000,420,247,24.7,216,200.5,20,12,304.9
5000,420,247,24.7,216,200.5,25,12,378.7
5000,420,247,24.7,216,200.5,15,15,280.9
5000,420,247,24.7,216,200.5,20,15,370.3
5000,420,247,24.7,216,200.5,25,15,463.5
5000,420,247,71.63,216,143.5,15,9,198.9
5000,420,247,71.63,216,143.5,20,9,252.1
5000,420,247,71.63,216,143.5,25,9,297.7
5000,420,247,71.63,216,143.5,15,12,257.6
5000,420,247,71.63,216,143.5,20,12,337.3
5000,420,247,71.63,216,143.5,25,12,417.2
5000,420,247,71.63,216,143.5,15,15,299.3
5000,420,247,71.63,216,143.5,20,15,398.4
5000,420,247,71.63,216,143.5,25,15,501.2
5000,420,247,121.03,216,168.5,15,9,210.2
5000,420,247,121.03,216,168.5,20,9,268.1
5000,420,247,121.03,216,168.5,25,9,321.9
5000,420,247,121.03,216,168.5,15,12,266.7
5000,420,247,121.03,216,168.5,20,12,350.6
5000,420,247,121.03,216,168.5,25,12,434.6
5000,420,247,121.03,216,168.5,15,15,307.3
5000,420,247,121.03,216,168.5,20,15,410.2
5000,420,247,121.03,216,168.5,25,15,517.3
5000,700,560,56,270,372,15,9,109.1
5000,700,560,56,270,372,20,9,120.5
5000,700,560,56,270,372,25,9,126.8
5000,700,560,56,270,372,15,12,196.0
5000,700,560,56,270,372,20,12,246.1
5000,700,560,56,270,372,25,12,274.6
5000,700,560,56,270,372,15,15,297.4
5000,700,560,56,270,372,20,15,367.6
5000,700,560,56,270,372,25,15,445.2
5000,700,560,162.4,270,54,15,9,131.4
5000,700,560,162.4,270,54,20,9,141.8
5000,700,560,162.4,270,54,25,9,147.6
5000,700,560,162.4,270,54,15,12,262.2
5000,700,560,162.4,270,54,20,12,301.1
5000,700,560,162.4,270,54,25,12,323.9
5000,700,560,162.4,270,54,15,15,393.8
5000,700,560,162.4,270,54,20,15,474.3
5000,700,560,162.4,270,54,25,15,547.5
5000,700,560,274.4,270,552,15,9,189.5
5000,700,560,274.4,270,552,20,9,229.1
5000,700,560,274.4,270,552,25,9,249.9
5000,700,560,274.4,270,552,15,12,318.7
5000,700,560,274.4,270,552,20,12,389.9
5000,700,560,274.4,270,552,25,12,463.3
5000,700,560,274.4,270,552,15,15,445.0
5000,700,560,274.4,270,552,20,15,544.9
5000,700,560,274.4,270,552,25,15,645.7
5000,700,467,46.7,270,210.5,15,9,123.7
5000,700,467,46.7,270,210.5,20,9,150.0
5000,700,467,46.7,270,210.5,25,9,160.0
5000,700,467,46.7,270,210.5,15,12,211.6
5000,700,467,46.7,270,210.5,20,12,272.4
5000,700,467,46.7,270,210.5,25,12,329.4
5000,700,467,46.7,270,210.5,15,15,321.4
5000,700,467,46.7,270,210.5,20,15,395.1
5000,700,467,46.7,270,210.5,25,15,484.4
5000,700,467,135.43,270,460.5,15,9,167.5
5000,700,467,135.43,270,460.5,20,9,199.5
5000,700,467,135.43,270,460.5,25,9,214.0
5000,700,467,135.43,270,460.5,15,12,290.2
5000,700,467,135.43,270,460.5,20,12,355.7
5000,700,467,135.43,270,460.5,25,12,422.2
5000,700,467,135.43,270,460.5,15,15,419.4
5000,700,467,135.43,270,460.5,20,15,509.9
5000,700,467,135.43,270,460.5,25,15,605.5
5000,700,467,228.83,270,178.5,15,9,186.6
5000,700,467,228.83,270,178.5,20,9,211.5
5000,700,467,228.83,270,178.5,25,9,223.7
5000,700,467,228.83,270,178.5,15,12,327.6
5000,700,467,228.83,270,178.5,20,12,395.7
5000,700,467,228.83,270,178.5,25,12,458.1
5000,700,467,228.83,270,178.5,15,15,459.1
5000,700,467,228.83,270,178.5,20,15,561.1
5000,700,467,228.83,270,178.5,25,15,662.1
5000,700,412,41.2,270,29,15,9,127.3
5000,700,412,41.2,270,29,20,9,150.7
5000,700,412,41.2,270,29,25,9,158.1
5000,700,412,41.2,270,29,15,12,221.5
5000,700,412,41.2,270,29,20,12,282.0
5000,700,412,41.2,270,29,25,12,334.6
5000,700,412,41.2,270,29,15,15,339.5
5000,700,412,41.2,270,29,20,15,414.5
5000,700,412,41.2,270,29,25,15,505.0
5000,700,412,119.48,270,170,15,9,170.9
5000,700,412,119.48,270,170,20,9,199.0
5000,700,412,119.48,270,170,25,9,211.0
5000,700,412,119.48,270,170,15,12,300.8
5000,700,412,119.48,270,170,20,12,366.3
5000,700,412,119.48,270,170,25,12,430.9
5000,700,412,119.48,270,170,15,15,434.1
5000,700,412,119.48,270,170,20,15,527.6
5000,700,412,119.48,270,170,25,15,625.4
5000,700,412,201.88,270,452,15,9,202.5
5000,700,412,201.88,270,452,20,9,247.7
5000,700,412,201.88,270,452,25,9,274.7
5000,700,412,201.88,270,452,15,12,341.0
5000,700,412,201.88,270,452,20,12,415.5
5000,700,412,201.88,270,452,25,12,495.5
5000,700,412,201.88,270,452,15,15,473.7
5000,700,412,201.88,270,452,20,15,579.9
5000,700,412,201.88,270,452,25,15,686.5
5000,560,448,44.8,270,304,15,9,129.0
5000,560,448,44.8,270,304,20,9,139.9
5000,560,448,44.8,270,304,25,9,147.3
5000,560,448,44.8,270,304,15,12,242.2
5000,560,448,44.8,270,304,20,12,291.5
5000,560,448,44.8,270,304,25,12,319.0
5000,560,448,44.8,270,304,15,15,352.9
5000,560,448,44.8,270,304,20,15,435.0
5000,560,448,44.8,270,304,25,15,517.7
5000,560,448,129.92,270,542,15,9,196.0
5000,560,448,129.92,270,542,20,9,221.5
5000,560,448,129.92,270,542,25,9,233.9
5000,560,448,129.92,270,542,15,12,327.0
5000,560,448,129.92,270,542,20,12,400.7
5000,560,448,129.92,270,542,25,12,466.5
5000,560,448,129.92,270,542,15,15,440.1
5000,560,448,129.92,270,542,20,15,547.1
5000,560,448,129.92,270,542,25,15,652.3
5000,560,448,219.52,270,272,15,9,222.8
5000,560,448,219.52,270,272,20,9,249.9
5000,560,448,219.52,270,272,25,9,264.1
5000,560,448,219.52,270,272,15,12,363.5
5000,560,448,219.52,270,272,20,12,445.7
5000,560,448,219.52,270,272,25,12,519.9
5000,560,448,219.52,270,272,15,15,472.9
5000,560,448,219.52,270,272,20,15,593.2
5000,560,448,219.52,270,272,25,15,708.1
5000,560,373,37.3,270,263.5,15,9,156.1
5000,560,373,37.3,270,263.5,20,9,183.1
5000,560,373,37.3,270,263.5,25,9,195.1
5000,560,373,37.3,270,263.5,15,12,263.9
5000,560,373,37.3,270,263.5,20,12,332.9
5000,560,373,37.3,270,263.5,25,12,396.0
5000,560,373,37.3,270,263.5,15,15,378.3
5000,560,373,37.3,270,263.5,20,15,468.3
5000,560,373,37.3,270,263.5,25,15,568.1
5000,560,373,108.17,270,389.5,15,9,206.4
5000,560,373,108.17,270,389.5,20,9,236.0
5000,560,373,108.17,270,389.5,25,9,250.2
5000,560,373,108.17,270,389.5,15,12,342.7
5000,560,373,108.17,270,389.5,20,12,420.0
5000,560,373,108.17,270,389.5,25,12,492.9
5000,560,373,108.17,270,389.5,15,15,458.3
5000,560,373,108.17,270,389.5,20,15,570.8
5000,560,373,108.17,270,389.5,25,15,681.6
5000,560,373,182.77,270,89.5,15,9,225.9
5000,560,373,182.77,270,89.5,20,9,249.0
5000,560,373,182.77,270,89.5,25,9,260.8
5000,560,373,182.77,270,89.5,15,12,375.3
5000,560,373,182.77,270,89.5,20,12,459.7
5000,560,373,182.77,270,89.5,25,12,533.3
5000,560,373,182.77,270,89.5,15,15,485.4
5000,560,373,182.77,270,89.5,20,15,610.7
5000,560,373,182.77,270,89.5,25,15,730.4
5000,560,329,32.9,270,163.5,15,9,168.2
5000,560,329,32.9,270,163.5,20,9,209.0
5000,560,329,32.9,270,163.5,25,9,225.1
5000,560,329,32.9,270,163.5,15,12,279.7
5000,560,329,32.9,270,163.5,20,12,354.2
5000,560,329,32.9,270,163.5,25,12,434.7
5000,560,329,32.9,270,163.5,15,15,397.8
5000,560,329,32.9,270,163.5,20,15,493.0
5000,560,329,32.9,270,163.5,25,15,599.5
5000,560,329,95.41,270,215.5,15,9,216.5
5000,560,329,95.41,270,215.5,20,9,250.0
5000,560,329,95.41,270,215.5,25,9,265.4
5000,560,329,95.41,270,215.5,15,12,355.7
5000,560,329,95.41,270,215.5,20,12,437.3
5000,560,329,95.41,270,215.5,25,12,516.9
5000,560,329,95.41,270,215.5,15,15,471.0
5000,560,329,95.41,270,215.5,20,15,589.2
5000,560,329,95.41,270,215.5,25,15,705.5
5000,560,329,161.21,270,375.5,15,9,249.2
5000,560,329,161.21,270,375.5,20,9,297.4
5000,560,329,161.21,270,375.5,25,9,324.2
5000,560,329,161.21,270,375.5,15,12,388.2
5000,560,329,161.21,270,375.5,20,12,479.7
5000,560,329,161.21,270,375.5,25,12,570.4
5000,560,329,161.21,270,375.5,15,15,499.4
5000,560,329,161.21,270,375.5,20,15,628.8
5000,560,329,161.21,270,375.5,25,15,754.2
5000,420,336,33.6,270,112,15,9,152.9
5000,420,336,33.6,270,112,20,9,165.1
5000,420,336,33.6,270,112,25,9,174.7
5000,420,336,33.6,270,112,15,12,297.0
5000,420,336,33.6,270,112,20,12,346.8
5000,420,336,33.6,270,112,25,12,376.0
5000,420,336,33.6,270,112,15,15,396.3
5000,420,336,33.6,270,112,20,15,500.8
5000,420,336,33.6,270,112,25,15,597.8
5000,420,336,97.44,270,167,15,9,222.3
5000,420,336,97.44,270,167,20,9,239.9
5000,420,336,97.44,270,167,25,9,250.5
5000,420,336,97.44,270,167,15,12,367.1
5000,420,336,97.44,270,167,20,12,455.3
5000,420,336,97.44,270,167,25,12,522.5
5000,420,336,97.44,270,167,15,15,451.6
5000,420,336,97.44,270,167,20,15,582.9
5000,420,336,97.44,270,167,25,15,708.4
5000,420,336,164.64,270,328,15,9,279.6
5000,420,336,164.64,270,328,20,9,324.2
5000,420,336,164.64,270,328,25,9,346.7
5000,420,336,164.64,270,328,15,12,396.7
5000,420,336,164.64,270,328,20,12,502.4
5000,420,336,164.64,270,328,25,12,600.6
5000,420,336,164.64,270,328,15,15,476.0
5000,420,336,164.64,270,328,20,15,619.7
5000,420,336,164.64,270,328,25,15,759.1
5000,420,280,28,270,204,15,9,198.7
5000,420,280,28,270,204,20,9,221.5
5000,420,280,28,270,204,25,9,234.0
5000,420,280,28,270,204,15,12,324.6
5000,420,280,28,270,204,20,12,405.7
5000,420,280,28,270,204,25,12,474.6
5000,420,280,28,270,204,15,15,420.1
5000,420,280,28,270,204,20,15,536.4
5000,420,280,28,270,204,25,15,653.6
5000,420,280,81.2,270,194,15,9,254.2
5000,420,280,81.2,270,194,20,9,281.7
5000,420,280,81.2,270,194,25,9,296.2
5000,420,280,81.2,270,194,15,12,384.1
5000,420,280,81.2,270,194,20,12,483.4
5000,420,280,81.2,270,194,25,12,572.4
5000,420,280,81.2,270,194,15,15,467.4
5000,420,280,81.2,270,194,20,15,606.5
5000,420,280,81.2,270,194,25,15,742.0
5000,420,280,137.2,270,275,15,9,291.5
5000,420,280,137.2,270,275,20,9,343.0
5000,420,280,137.2,270,275,25,9,368.5
5000,420,280,137.2,270,275,15,12,407.8
5000,420,280,137.2,270,275,20,12,518.9
5000,420,280,137.2,270,275,25,12,623.7
5000,420,280,137.2,270,275,15,15,486.7
5000,420,280,137.2,270,275,20,15,635.5
5000,420,280,137.2,270,275,25,15,781.5
5000,420,247,24.7,270,200.5,15,9,221.2
5000,420,247,24.7,270,200.5,20,9,263.0
5000,420,247,24.7,270,200.5,25,9,281.1
5000,420,247,24.7,270,200.5,15,12,341.8
5000,420,247,24.7,270,200.5,20,12,432.8
5000,420,247,24.7,270,200.5,25,12,524.9
5000,420,247,24.7,270,200.5,15,15,435.4
5000,420,247,24.7,270,200.5,20,15,559.5
5000,420,247,24.7,270,200.5,25,15,686.4
5000,420,247,71.63,270,143.5,15,9,273.8
5000,420,247,71.63,270,143.5,20,9,315.1
5000,420,247,71.63,270,143.5,25,9,334.4
5000,420,247,71.63,270,143.5,15,12,395.9
5000,420,247,71.63,270,143.5,20,12,502.7
5000,420,247,71.63,270,143.5,25,12,603.7
5000,420,247,71.63,270,143.5,15,15,477.2
5000,420,247,71.63,270,143.5,20,15,622.4
5000,420,247,71.63,270,143.5,25,15,765.6
5000,420,247,121.03,270,168.5,15,9,301.9
5000,420,247,121.03,270,168.5,20,9,360.2
5000,420,247,121.03,270,168.5,25,9,387.9
5000,420,247,121.03,270,168.5,15,12,415.9
5000,420,247,121.03,270,168.5,20,12,532.0
5000,420,247,121.03,270,168.5,25,12,642.8
5000,420,247,121.03,270,168.5,15,15,493.3
5000,420,247,121.03,270,168.5,20,15,646.7
5000,420,247,121.03,270,168.5,25,15,798.3
6000,700,560,56,162,256,15,9,53.6
6000,700,560,56,162,256,20,9,68.2
6000,700,560,56,162,256,25,9,79.6
6000,700,560,56,162,256,15,12,75.1
6000,700,560,56,162,256,20,12,95.9
6000,700,560,56,162,256,25,12,117.7
6000,700,560,56,162,256,15,15,93.1
6000,700,560,56,162,256,20,15,119.3
6000,700,560,56,162,256,25,15,146.7
6000,700,560,162.4,162,554,15,9,64.7
6000,700,560,162.4,162,554,20,9,82.0
6000,700,560,162.4,162,554,25,9,98.8
6000,700,560,162.4,162,554,15,12,86.2
6000,700,560,162.4,162,554,20,12,110.2
6000,700,560,162.4,162,554,25,12,134.6
6000,700,560,162.4,162,554,15,15,104.3
6000,700,560,162.4,162,554,20,15,134.1
6000,700,560,162.4,162,554,25,15,164.9
6000,700,560,274.4,162,218,15,9,69.3
6000,700,560,274.4,162,218,20,9,87.9
6000,700,560,274.4,162,218,25,9,106.0
6000,700,560,274.4,162,218,15,12,89.9
6000,700,560,274.4,162,218,20,12,115.8
6000,700,560,274.4,162,218,25,12,141.9
6000,700,560,274.4,162,218,15,15,106.9
6000,700,560,274.4,162,218,20,15,138.6
6000,700,560,274.4,162,218,25,15,171.6
6000,700,467,46.7,162,196.5,15,9,57.3
6000,700,467,46.7,162,196.5,20,9,74.1
6000,700,467,46.7,162,196.5,25,9,90.8
6000,700,467,46.7,162,196.5,15,12,79.3
6000,700,467,46.7,162,196.5,20,12,101.6
6000,700,467,46.7,162,196.5,25,12,125.5
6000,700,467,46.7,162,196.5,15,15,97.8
6000,700,467,46.7,162,196.5,20,15,125.5
6000,700,467,46.7,162,196.5,25,15,154.8
6000,700,467,135.43,162,358.5,15,9,67.1
6000,700,467,135.43,162,358.5,20,9,85.3
6000,700,467,135.43,162,358.5,25,9,103.5
6000,700,467,135.43,162,358.5,15,12,88.7
6000,700,467,135.43,162,358.5,20,12,113.9
6000,700,467,135.43,162,358.5,25,12,139.6
6000,700,467,135.43,162,358.5,15,15,106.8
6000,700,467,135.43,162,358.5,20,15,137.8
6000,700,467,135.43,162,358.5,25,15,170.0
6000,700,467,228.83,162,678.5,15,9,71.6
6000,700,467,228.83,162,678.5,20,9,91.1
6000,700,467,228.83,162,678.5,25,9,110.6
6000,700,467,228.83,162,678.5,15,12,93.2
6000,700,467,228.83,162,678.5,20,12,119.8
6000,700,467,228.83,162,678.5,25,12,146.9
6000,700,467,228.83,162,678.5,15,15,111.9
6000,700,467,228.83,162,678.5,20,15,144.1
6000,700,467,228.83,162,678.5,25,15,177.9
6000,700,412,41.2,162,76,15,9,59.8
6000,700,412,41.2,162,76,20,9,77.7
6000,700,412,41.2,162,76,25,9,96.5
6000,700,412,41.2,162,76,15,12,82.0
6000,700,412,41.2,162,76,20,12,105.4
6000,700,412,41.2,162,76,25,12,130.5
6000,700,412,41.2,162,76,15,15,100.4
6000,700,412,41.2,162,76,20,15,129.4
6000,700,412,41.2,162,76,25,15,160.0
6000,700,412,119.48,162,139,15,9,69.0
6000,700,412,119.48,162,139,20,9,88.0
6000,700,412,119.48,162,139,25,9,107.3
6000,700,412,119.48,162,139,15,12,90.3
6000,700,412,119.48,162,139,20,12,116.5
6000,700,412,119.48,162,139,25,12,143.3
6000,700,412,119.48,162,139,15,15,108.2
6000,700,412,119.48,162,139,20,15,140.0
6000,700,412,119.48,162,139,25,15,173.4
6000,700,412,201.88,162,338,15,9,72.9
6000,700,412,201.88,162,338,20,9,92.9
6000,700,412,201.88,162,338,25,9,113.1
6000,700,412,201.88,162,338,15,12,94.2
6000,700,412,201.88,162,338,20,12,121.6
6000,700,412,201.88,162,338,25,12,149.5
6000,700,412,201.88,162,338,15,15,112.4
6000,700,412,201.88,162,338,20,15,145.4
6000,700,412,201.88,162,338,25,15,180.0
6000,560,448,44.8,162,311,15,9,58.6
6000,560,448,44.8,162,311,20,9,75.5
6000,560,448,44.8,162,311,25,9,90.7
6000,560,448,44.8,162,311,15,12,76.5
6000,560,448,44.8,162,311,20,12,100.3
6000,560,448,44.8,162,311,25,12,124.9
6000,560,448,44.8,162,311,15,15,90.7
6000,560,448,44.8,162,311,20,15,119.7
6000,560,448,44.8,162,311,25,15,150.6
6000,560,448,129.92,162,464,15,9,67.3
6000,560,448,129.92,162,464,20,9,86.9
6000,560,448,129.92,162,464,25,9,106.1
6000,560,448,129.92,162,464,15,12,84.4
6000,560,448,129.92,162,464,20,12,111.3
6000,560,448,129.92,162,464,25,12,139.0
6000,560,448,129.92,162,464,15,15,98.4
6000,560,448,129.92,162,464,20,15,130.5
6000,560,448,129.92,162,464,25,15,164.7
6000,560,448,219.52,162,104,15,9,70.6
6000,560,448,219.52,162,104,20,9,91.8
6000,560,448,219.52,162,104,25,9,112.7
6000,560,448,219.52,162,104,15,12,86.6
6000,560,448,219.52,162,104,20,12,115.3
6000,560,448,219.52,162,104,25,12,144.9
6000,560,448,219.52,162,104,15,15,99.6
6000,560,448,219.52,162,104,20,15,133.2
6000,560,448,219.52,162,104,25,15,169.5
6000,560,373,37.3,162,353.5,15,9,61.9
6000,560,373,37.3,162,353.5,20,9,80.9
6000,560,373,37.3,162,353.5,25,9,100.2
6000,560,373,37.3,162,353.5,15,12,80.0
6000,560,373,37.3,162,353.5,20,12,105.3
6000,560,373,37.3,162,353.5,25,12,132.1
6000,560,373,37.3,162,353.5,15,15,94.7
6000,560,373,37.3,162,353.5,20,15,125.1
6000,560,373,37.3,162,353.5,25,15,157.7
6000,560,373,108.17,162,408.5,15,9,69.6
6000,560,373,108.17,162,408.5,20,9,90.4
6000,560,373,108.17,162,408.5,25,9,111.3
6000,560,373,108.17,162,408.5,15,12,86.7
6000,560,373,108.17,162,408.5,20,12,114.7
6000,560,373,108.17,162,408.5,25,12,144.0
6000,560,373,108.17,162,408.5,15,15,101.0
6000,560,373,108.17,162,408.5,20,15,133.9
6000,560,373,108.17,162,408.5,25,15,169.6
6000,560,373,182.77,162,33.5,15,9,72.2
6000,560,373,182.77,162,33.5,20,9,94.4
6000,560,373,182.77,162,33.5,25,9,116.3
6000,560,373,182.77,162,33.5,15,12,88.4
6000,560,373,182.77,162,33.5,20,12,117.8
6000,560,373,182.77,162,33.5,25,12,148.6
6000,560,373,182.77,162,33.5,15,15,101.8
6000,560,373,182.77,162,33.5,20,15,136.0
6000,560,373,182.77,162,33.5,25,15,173.2
6000,560,329,32.9,162,301.5,15,9,64.3
6000,560,329,32.9,162,301.5,20,9,84.4
6000,560,329,32.9,162,301.5,25,9,105.7
6000,560,329,32.9,162,301.5,15,12,82.2
6000,560,329,32.9,162,301.5,20,12,108.6
6000,560,329,32.9,162,301.5,25,12,136.8
6000,560,329,32.9,162,301.5,15,15,97.0
6000,560,329,32.9,162,301.5,20,15,128.3
6000,560,329,32.9,162,301.5,25,15,162.3
6000,560,329,95.41,162,291.5,15,9,71.1
6000,560,329,95.41,162,291.5,20,9,93.0
6000,560,329,95.41,162,291.5,25,9,115.1
6000,560,329,95.41,162,291.5,15,12,88.0
6000,560,329,95.41,162,291.5,20,12,116.9
6000,560,329,95.41,162,291.5,25,12,147.3
6000,560,329,95.41,162,291.5,15,15,102.3
6000,560,329,95.41,162,291.5,20,15,135.9
6000,560,329,95.41,162,291.5,25,15,172.6
6000,560,329,161.21,162,385.5,15,9,74.0
6000,560,329,161.21,162,385.5,20,9,96.8
6000,560,329,161.21,162,385.5,25,9,119.9
6000,560,329,161.21,162,385.5,15,12,90.6
6000,560,329,161.21,162,385.5,20,12,120.6
6000,560,329,161.21,162,385.5,25,12,152.2
6000,560,329,161.21,162,385.5,15,15,105.1
6000,560,329,161.21,162,385.5,20,15,139.6
6000,560,329,161.21,162,385.5,25,15,177.4
6000,420,336,33.6,162,242,15,9,61.4
6000,420,336,33.6,162,242,20,9,81.9
6000,420,336,33.6,162,242,25,9,101.5
6000,420,336,33.6,162,242,15,12,74.4
6000,420,336,33.6,162,242,20,12,101.9
6000,420,336,33.6,162,242,25,12,130.9
6000,420,336,33.6,162,242,15,15,84.2
6000,420,336,33.6,162,242,20,15,116.3
6000,420,336,33.6,162,242,25,15,151.6
6000,420,336,97.44,162,234,15,9,67.2
6000,420,336,97.44,162,234,20,9,90.5
6000,420,336,97.44,162,234,25,9,113.7
6000,420,336,97.44,162,234,15,12,79.0
6000,420,336,97.44,162,234,20,12,109.4
6000,420,336,97.44,162,234,25,12,141.7
6000,420,336,97.44,162,234,15,15,88.6
6000,420,336,97.44,162,234,20,15,122.9
6000,420,336,97.44,162,234,25,15,161.4
6000,420,336,164.64,162,327,15,9,69.9
6000,420,336,164.64,162,327,20,9,94.9
6000,420,336,164.64,162,327,25,9,120.0
6000,420,336,164.64,162,327,15,12,81.5
6000,420,336,164.64,162,327,20,12,113.1
6000,420,336,164.64,162,327,25,12,147.3
6000,420,336,164.64,162,327,15,15,91.4
6000,420,336,164.64,162,327,20,15,126.7
6000,420,336,164.64,162,327,25,15,166.6
6000,420,280,28,162,88,15,9,64.0
6000,420,280,28,162,88,20,9,86.3
6000,420,280,28,162,88,25,9,109.1
6000,420,280,28,162,88,15,12,76.5
6000,420,280,28,162,88,20,12,105.5
6000,420,280,28,162,88,25,12,136.7
6000,420,280,28,162,88,15,15,86.3
6000,420,280,28,162,88,20,15,119.5
6000,420,280,28,162,88,25,15,156.6
6000,420,280,81.2,162,333,15,9,69.2
6000,420,280,81.2,162,333,20,9,93.9
6000,420,280,81.2,162,333,25,9,119.0
6000,420,280,81.2,162,333,15,12,81.1
6000,420,280,81.2,162,333,20,12,112.4
6000,420,280,81.2,162,333,25,12,146.3
6000,420,280,81.2,162,333,15,15,91.4
6000,420,280,81.2,162,333,20,15,126.3
6000,420,280,81.2,162,333,25,15,165.8
6000,420,280,137.2,162,358,15,9,70.9
6000,420,280,137.2,162,358,20,9,96.8
6000,420,280,137.2,162,358,25,9,123.3
6000,420,280,137.2,162,358,15,12,82.5
6000,420,280,137.2,162,358,20,12,114.8
6000,420,280,137.2,162,358,25,12,150.0
6000,420,280,137.2,162,358,15,15,92.8
6000,420,280,137.2,162,358,20,15,128.4
6000,420,280,137.2,162,358,25,15,169.1
6000,420,247,24.7,162,156.5,15,9,65.9
6000,420,247,24.7,162,156.5,20,9,89.5
6000,420,247,24.7,162,156.5,25,9,114.2
6000,420,247,24.7,162,156.5,15,12,78.4
6000,420,247,24.7,162,156.5,20,12,108.4
6000,420,247,24.7,162,156.5,25,12,140.9
6000,420,247,24.7,162,156.5,15,15,88.6
6000,420,247,24.7,162,156.5,20,15,122.5
6000,420,247,24.7,162,156.5,25,15,160.6
6000,420,247,71.63,162,324.5,15,9,70.4
6000,420,247,71.63,162,324.5,20,9,96.1
6000,420,247,71.63,162,324.5,25,9,122.5
6000,420,247,71.63,162,324.5,15,12,82.3
6000,420,247,71.63,162,324.5,20,12,114.3
6000,420,247,71.63,162,324.5,25,12,149.3
6000,420,247,71.63,162,324.5,15,15,92.8
6000,420,247,71.63,162,324.5,20,15,128.1
6000,420,247,71.63,162,324.5,25,15,168.5
6000,420,247,121.03,162,300.5,15,9,72.2
6000,420,247,121.03,162,300.5,20,9,98.8
6000,420,247,121.03,162,300.5,25,9,126.3
6000,420,247,121.03,162,300.5,15,12,83.8
6000,420,247,121.03,162,300.5,20,12,116.6
6000,420,247,121.03,162,300.5,25,12,152.7
6000,420,247,121.03,162,300.5,15,15,94.3
6000,420,247,121.03,162,300.5,20,15,130.3
6000,420,247,121.03,162,300.5,25,15,171.6
6000,700,560,56,216,256,15,9,73.1
6000,700,560,56,216,256,20,9,84.4
6000,700,560,56,216,256,25,9,89.7
6000,700,560,56,216,256,15,12,117.1
6000,700,560,56,216,256,20,12,146.7
6000,700,560,56,216,256,25,12,175.3
6000,700,560,56,216,256,15,15,155.9
6000,700,560,56,216,256,20,15,195.5
6000,700,560,56,216,256,25,15,236.8
6000,700,560,162.4,216,554,15,9,98.5
6000,700,560,162.4,216,554,20,9,121.1
6000,700,560,162.4,216,554,25,9,137.0
6000,700,560,162.4,216,554,15,12,144.2
6000,700,560,162.4,216,554,20,12,180.3
6000,700,560,162.4,216,554,25,12,216.5
6000,700,560,162.4,216,554,15,15,181.6
6000,700,560,162.4,216,554,20,15,229.6
6000,700,560,162.4,216,554,25,15,277.4
6000,700,560,274.4,216,218,15,9,109.6
6000,700,560,274.4,216,218,20,9,134.6
6000,700,560,274.4,216,218,25,9,153.6
6000,700,560,274.4,216,218,15,12,154.6
6000,700,560,274.4,216,218,20,12,194.4
6000,700,560,274.4,216,218,25,12,233.5
6000,700,560,274.4,216,218,15,15,189.9
6000,700,560,274.4,216,218,20,15,242.3
6000,700,560,274.4,216,218,25,15,294.2
6000,700,467,46.7,216,196.5,15,9,80.9
6000,700,467,46.7,216,196.5,20,9,102.7
6000,700,467,46.7,216,196.5,25,9,115.6
6000,700,467,46.7,216,196.5,15,12,125.6
6000,700,467,46.7,216,196.5,20,12,158.2
6000,700,467,46.7,216,196.5,25,12,193.9
6000,700,467,46.7,216,196.5,15,15,165.3
6000,700,467,46.7,216,196.5,20,15,207.9
6000,700,467,46.7,216,196.5,25,15,252.7
6000,700,467,135.43,216,358.5,15,9,102.9
6000,700,467,135.43,216,358.5,20,9,127.2
6000,700,467,135.43,216,358.5,25,9,145.9
6000,700,467,135.43,216,358.5,15,12,149.7
6000,700,467,135.43,216,358.5,20,12,187.6
6000,700,467,135.43,216,358.5,25,12,226.0
6000,700,467,135.43,216,358.5,15,15,187.2
6000,700,467,135.43,216,358.5,20,15,237.5
6000,700,467,135.43,216,358.5,25,15,287.9
6000,700,467,228.83,216,678.5,15,9,114.3
6000,700,467,228.83,216,678.5,20,9,142.6
6000,700,467,228.83,216,678.5,25,9,170.3
6000,700,467,228.83,216,678.5,15,12,160.1
6000,700,467,228.83,216,678.5,20,12,201.4
6000,700,467,228.83,216,678.5,25,12,242.8
6000,700,467,228.83,216,678.5,15,15,197.3
6000,700,467,228.83,216,678.5,20,15,251.0
6000,700,467,228.83,216,678.5,25,15,304.7
6000,700,412,41.2,216,76,15,9,85.3
6000,700,412,41.2,216,76,20,9,110.5
6000,700,412,41.2,216,76,25,9,128.9
6000,700,412,41.2,216,76,15,12,131.3
